NOME_MUNICIPIO [-],CODIGO [-],GENTILICO [-],PREFEITO [2017],AREA - AREA [2018],POPESTIMADA - POPESTIMADA [2018],DENSIDADE - DENSIDADE [2010],ESCOLARIZACAO - PORCENTO [2010],IDHM [2010],MORTALIDADE - MORTALIDADE [2014],RECEITAS - REAL_MIL [2017],DESPESAS - REAL_MIL [2017],PIB - REAL [2016],
São Bento do Tocantins,1720101,são bentense,RONALDO RODRIGUES PARENTE,1105.9,5256,4.17,96.5,0.605,12.05,14656.23849,13232.60997,9343.51,
São Félix do Tocantins,1720150,são felense,MARLEN RIBEIRO RODRIGUES,1908.678,1572,0.75,94,0.574,-,14022.52454,11121.13376,11503.86,
São Miguel do Tocantins,1720200,são miguelense,ELISANGELA ALVES CARVALHO SOUSA,398.82,11967,26.28,98.9,0.623,29.85,22181.09438,20953.1232,8267.53,
São Salvador do Tocantins,1720259,são salvadorense,ANDRÉ MIGUEL RIBEIRO DOS SANTOS,1422.032,3070,2.05,98.9,0.605,27.78,12392.23854,10946.84262,10594.79,
São Sebastião do Tocantins,1720309,sansebastianense,ADRIANO RODRIGUES DE MORAES,287.273,4757,14.91,96.6,0.573,-,13077.51767,11441.08931,8957.33,
São Valério,1720499,são valeriano,OLIMPIO DOS SANTOS ARRAES,2519.585,4017,1.74,96.2,0.643,17.24,14692.18758,12846.42001,16763.31,
Silvanópolis,1720655,silvanopolino,GERNIVON ADAO PEREIRA ROSA,1258.831,5378,4.03,97.5,0.675,10.64,17668.46508,15604.21846,21448.7,
Sítio Novo do Tocantins,1720804,sítionovense,ALEXANDRE SOUSA ABREU FARIAS,324.096,9078,28.23,95.8,0.604,12.12,23685.04196,23284.22767,9467,
Sucupira,1720853,sucupirense,VALDMIR RIBEIRO DE CASTRO,1025.519,1946,1.7,98,0.667,-,9981.02768,8998.41442,18300.43,
Taguatinga,1720903,taguatinense,ALTAMIRANDO ZEQUINHA GONÇALVES TAGUATING,2437.399,16538,6.18,96.6,0.634,15,33446.94013,27268.8519,13380.3,
Taipas do Tocantins,1720937,taipense,SILVIO ROMERIO CARDOSO RIBEIRO ARAUJO,1116.202,2131,1.74,94.2,0.601,-,10219.64009,7976.26512,11061.59,
Talismã,1720978,talismãense,DIOGO BORGES DE ARAUJO,2156.894,2773,1.19,93.5,0.654,41.67,14186.67521,12858.14132,23889.08,
Palmas,1721000,palmense,CARLOS ENRIQUE FRANCO AMASTHA,2218.942,291855,102.9,98,0.788,9.48,1125053.02,963493.0183,28974.17,
Tocantínia,1721109,tocantiniense,MANOEL SILVINO GOMES NETO,2601.603,7471,2.59,85.7,0.589,33.71,16704.50637,15692.88031,8265.03,
Tocantinópolis,1721208,tocantinopolino,PAULO GOMES DE SOUZA,1077.073,22896,21,98.8,0.681,10.53,48244.19187,43298.11245,11712.68,
Tupirama,1721257,tupiramense,HELISNATAN SOARES CRUZ,712.206,1860,2.21,98.9,0.67,43.48,11134.70662,10101.15689,25380.57,
Tupiratins,1721307,tupiratinense,WELTMAN AYRES VELOSO,895.308,2613,2.34,96.4,0.587,-,11606.73352,10138.20775,11132.78,
Wanderlândia,1722081,wanderlandiense,EDUARDO SILVA MADRUGA,1373.059,11631,8,96,0.638,6.62,23870.26098,22429.72419,13178.02,
Xambioá,1722107,xambioaense,SHERLEY PATRICIA MATOS DE ALENCAR DIAS,1186.43,11561,9.68,95.9,0.671,3.89,30968.22241,27994.41695,25359.05,
Abdon Batista,4200051,abdonense,LUCIMAR ANTONIO SALMORIA,237.164,2577,11.25,100,0.694,-,23228.89256,18399.70671,24739.02,
Abelardo Luz,4200101,abelardo-lusense-,WILAMIR DOMINGOS CAVASSINI,953.992,17847,17.94,97.1,0.696,14.13,62978.7649,54531.83536,33982.7,
Agrolândia,4200200,agrolandense,URBANO JOSE DALCANALE,206.914,10711,44.92,97,0.725,8,31019.33416,28123.29815,21655.48,
Agronômica,4200309,agronomense,CESAR LUIZ CUNHA,129.774,5385,37.57,94.4,0.741,-,20069.01248,17786.6489,25766.21,
Água Doce,4200408,água-docense,ANTONIO JOSÉ BISSANI,1313.974,7138,5.3,97.9,0.698,11.24,36852.2711,29718.55841,44510.37,
Águas de Chapecó,4200507,aguense,LEONIR ANTONIO HENTGES,139.511,6455,43.7,99.3,0.713,31.25,19632.02159,16715.00412,15732.48,
Águas Frias,4200556,águasfriense,RICARDO ROLIM DE MOURA,76.744,2378,31.84,100,0.745,0,16779.53419,13446.36895,36583.79,
Águas Mornas,4200606,águas-mornense,OMERO PRIM,326.66,6378,16.95,98.7,0.723,16.67,22341.68119,18529.15137,23615.37,
Alfredo Wagner,4200705,alfredense,NAUDIR ANTONIO SCHMITZ,735.371,9984,12.84,92.8,0.668,-,27865.23225,24745.22628,27437.14,
Alto Bela Vista,4200754,bela-vistense,CATIA TESSMANN REICHERT,103.962,1948,19.28,98.7,0.755,0,17697.95946,15207.1278,24711.01,
Anchieta,4200804,anchietense,IVAN JOSE CANCI,231.7,5721,27.94,99.8,0.699,12.5,21139.56862,18767.7054,23428.62,
Angelina,4200903,angelinense,GILBERTO ORLANDO DORIGON,499.776,4860,10.5,99.3,0.687,-,22846.55799,17417.94095,22731.72,
Anita Garibaldi,4201000,anita-garibaldense,JOÃO CIDINEI DA SILVA,587.994,7313,14.67,96.1,0.688,37.04,26288.64577,26259.92205,18048.22,
Anitápolis,4201109,anitapolitano,LAUDIR PEDRO COELHO,540.636,3236,5.93,98.5,0.674,-,18782.75481,14616.07533,18412.11,
Antônio Carlos,4201208,antônio-carlense,GERALDO PAULI,233.043,8411,32.62,96.5,0.749,8.62,41263.06961,34036.05703,72874.82,
Apiúna,4201257,apiunense,JOSE GERSON GONÇALVES,492.644,10636,19.46,97.8,0.708,12.82,44220.63189,37980.35868,37073.34,
Arabutã,4201273,arabutanense,LEANI KAPP SCHMITT,133.014,4266,31.57,99.6,0.733,23.81,22875.74556,19242.32116,24947.76,
Araquari,4201307,araquariense,CLENILTON CARLOS PEREIRA,384.172,36710,64.61,96,0.703,14.17,126472.2807,100994.3099,94595.1,
Araranguá,4201406,araranguaense,MARIANO MAZZUCO NETO,303.16,67578,202.14,98.4,0.76,4.48,145710.4202,134742.4864,23676.35,
Armazém,4201505,armazenense,JOSÉ BENJAMIM ARENT,173.733,8587,44.67,98.4,0.77,37.38,22155.7681,20257.41283,19685.87,
Arroio Trinta,4201604,arroio-trintense,CLAUDIO SPRICIGO,94.418,3551,37.14,99.3,0.764,-,22955.7676,15775.14073,25248.49,
Arvoredo,4201653,arvoredense,JANETE PARAVIZI BIANCHIN,90.503,2246,24.9,97.6,0.715,-,18512.75551,15761.72193,40416.71,
Ascurra,4201703,ascurrense,LAIRTON ANTÔNIO POSSAMAI,112.884,7889,66.83,98,0.742,10.1,20927.55874,17873.09322,20143.89,
Atalanta,4201802,atalantense,JUAREZ MIGUEL RODERNEL,93.872,3226,35.03,98.9,0.733,-,15684.37989,13045.00293,29655.99,
Aurora,4201901,aurorense,ALFONSO MARIA SOUZA,207.211,5676,26.86,99.3,0.733,-,21639.18974,18239.05644,26025.33,
Balneário Arroio do Silva,4201950,arroio-silvense,JUSCELINO DA SILVA GUIMARAES,94.329,12705,100.63,98.1,0.746,-,32652.15086,31450.46926,11921.26,
Balneário Camboriú,4202008,balneocamboriuense,FABRICIO JOSÉ SATIRO DE OLIVEIRA,45.214,138732,2337.67,98.3,0.845,9.11,784576.9035,717713.6143,37429.03,
Balneário Barra do Sul,4202057,barrassulense,ADEMAR HENRIQUE BORGES,111.037,10550,75.76,98.7,0.716,7.19,38773.24933,33759.17685,17487.39,
Balneário Gaivota,4202073,gaivotense,RONALDO PEREIRA DA SILVA,147.588,10692,56.49,98.7,0.728,15.5,38663.79027,34869.54263,12680.75,
Bandeirante,4202081,bandeirantense,CELSO BIEGELMEIER,147.993,2708,19.72,99.3,0.672,-,16024.76791,13637.50818,22581,
Barra Bonita,4202099,barrabonitense,MOACIR PIROCA,93.139,1704,20.09,96.5,0.701,47.62,13219.75661,10489.79706,21793.13,
Barra Velha,4202107,barra-velhense,VALTER MARINO ZIMMERMANN,139.153,28463,159.78,96.8,0.738,11.99,100625.1524,92003.18861,47982.39,
Bela Vista do Toldo,4202131,bela vistense,ADELMO ALBERTI,533.419,6311,11.16,98.9,0.675,12.82,23674.13484,22136.26627,24426.18,
Belmonte,4202156,belmontense,GENÉSIO BRESSIANI,93.852,2703,28.52,100,0.705,0,14431.57378,12673.67461,18336.12,
Benedito Novo,4202206,benedito-novense,JEAN MICHEL GRUNDMANN,387.94,11526,26.58,98.2,0.74,20.2,30428.43269,26386.98372,22641.53,
Biguaçu,4202305,biguaçuense,RAMON WOLLINGER,367.87,67458,156.94,96.9,0.739,9.33,208037.651,173495.0112,23224.36,
Blumenau,4202404,blumenauense,NAPOLEÃO BERNARDES NETO,518.619,352460,595.97,97,0.806,11.33,1501588.803,1394618.119,44791.08,
Bocaina do Sul,4202438,bocainense,LUIZ CARLOS SCHMULER,511.101,3460,6.42,96.8,0.647,18.87,17715.84903,15359.06583,20560.29,
Bombinhas,4202453,bombinense,ANA PAULA DA SILVA,35.143,19193,397.99,99,0.781,15.87,128430.6749,119098.008,32847.65,
Bom Jardim da Serra,4202503,bom-jardinense,SERGINHO RODRIGUES DE OLIVEIRA,937.12,4712,4.7,97.9,0.696,-,19107.32495,16877.57436,24917.01,
Bom Jesus,4202537,bonjesuense,RAFAEL CALZA,63.415,2961,39.8,97.9,0.718,30.3,15589.38902,13478.35853,32928.1,
Bom Jesus do Oeste,4202578,bonjesuense,RONALDO LUIZ SENGER,67.777,2146,31.78,100,0.712,-,15665.68724,13296.66991,19886,
Bom Retiro,4202602,bom-retirense,VILMAR JOSÉ NECKEL,1056.036,9870,8.47,96.3,0.699,37.04,24743.93304,22998.79313,28696.79,
Botuverá,4202701,botuveraense,JOSE LUIZ COLOMBI,296.274,5169,15.09,99,0.724,-,22378.35516,19626.44013,49685.15,
Braço do Norte,4202800,braço-nortense,ROBERTO KUERTEN MARCELINO,212.296,33016,136.97,98.9,0.778,4.42,86756.81995,74852.20226,31503.29,
Braço do Trombudo,4202859,braço trombudense,NILDO MELMESTET,89.411,3718,38.28,99,0.78,20,20081.02585,17645.94713,38112.97,
Brunópolis,4202875,brunopolitense,ADEMIL ANTONIO DA ROSA,336.294,2473,8.46,98.7,0.661,-,15751.83029,13490.96062,29446.39,
Brusque,4202909,brusquense,JONAS OSCAR PAEGLE,284.749,131703,372.51,98,0.795,10.26,411412.8581,343105.6389,41682.64,
Caçador,4203006,caçadorense,SAULO SPEROTTO,987.021,77863,71.89,96,0.735,11.47,209759.6163,173042.4056,35548.52,
Caibi,4203105,caibiense,ELOI JOSE LIBANO,173.079,6167,35.57,98.7,0.728,-,22995.92655,19499.15887,29679.96,
Calmon,4203154,calmonense,PEDRO SPAUTZ NETTO,634.567,3357,5.31,95.6,0.622,-,18153.01102,15845.22196,22803.44,
Camboriú,4203204,camboriuense,ELCIO ROGERIO KUHNEN,211.709,80834,293.68,96.6,0.726,12.66,184969.4981,156080.2758,15807.64,
Capão Alto,4203253,capão altense,TITO PEREIRA FREITAS,1332.356,2556,2.06,99.3,0.654,33.33,19686.21938,15994.33533,38863.63,
Campo Alegre,4203303,campo-alegrense,RUBENS BLASZKOWSKI,499.216,11974,23.54,98.6,0.714,-,49476.91897,41087.82107,32339.01,
Campo Belo do Sul,4203402,campo-belense,EDILSON JOSÉ DE SOUZA,1028.097,7081,7.28,95.7,0.641,34.48,24917.85912,21542.63003,28969.61,
Campo Erê,4203501,campo-erense,ODILSON VICENTE DE LIMA,479.392,8636,19.56,98.7,0.69,-,30272.71685,26088.9685,30017.15,
Campos Novos,4203600,campos-novense,SILVIO ALEXANDRE ZANCANARO,1717.697,35930,19.09,97.3,0.742,12.89,131821.9375,113156.7989,55186.5,
Canelinha,4203709,canelense,MOACIR MONTIBELER,151.008,12080,69.5,98.5,0.697,28.57,32311.05894,27528.05721,14005.49,
Canoinhas,4203808,canoinhense,GILBERTO DOS PASSOS,1148.036,54319,46.27,98.8,0.757,7.48,159433.3009,136538.267,26851.08,
Capinzal,4203907,capinzalense,NILVO DORINI,243.966,22658,85.05,97.8,0.752,7.14,83185.0007,75710.18268,35210.55,
Capivari de Baixo,4203956,capivariense,NIVALDO DE SOUSA,53.222,24559,406.36,97.6,0.767,3.23,75631.89516,60422.93719,26576.62,
Catanduvas,4204004,catanduvense,DORIVAL RIBEIRO DOS SANTOS,198.24,10735,48.43,96.2,0.714,-,38393.81947,30798.27866,38311.04,
Caxambu do Sul,4204103,caxambuense,GLAUBER BURTET,140.91,3735,31.35,96.1,0.691,-,20955.3264,16144.81823,27654.56,
Celso Ramos,4204152,celso-ramense,ONDINO RIBEIRO DE MEDEIROS,208.698,2738,13.3,99,0.719,-,17048.95426,15515.7133,20913.04,
Cerro Negro,4204178,cerronegrense,ADEMILSON CONRADO,417.556,3181,8.58,96.3,0.621,-,15835.71526,14370.89779,25694.57,
Chapadão do Lageado,4204194,lageadense,MARLI GORETTI KAMMERS,124.412,2969,22.14,99.4,0.704,35.71,15001.40219,13583.61985,24136.93,
Chapecó,4204202,chapecoense,LUCIANO JOSÉ BULIGON,624.846,216654,293.15,98.4,0.79,6.43,750226.8433,663703.3101,39693.55,
Cocal do Sul,4204251,sul-cocalense,ADEMIR MAGAGNIN,70.773,16544,213.13,98.8,0.78,13.89,56279.85882,51261.19842,36835.93,
Concórdia,4204301,concordiense,ROGÉRIO LUCIANO PACHECO,799.194,74106,85.79,98.4,0.8,8.92,283391.4751,222561.8556,39910.16,
Cordilheira Alta,4204350,cordilheiraltense,CARLOS ALBERTO TOZZO,83.539,4385,45.46,99.4,0.747,-,26003.67295,22834.30057,44261.76,
Coronel Freitas,4204400,freitense ou freitano,IZEU JONAS TOZETTO,233.698,10022,43.65,99.6,0.744,17.86,37727.50614,31225.90175,25381.9,
Coronel Martins,4204459,coronel martiense,ADEMIR MADELLA,107.369,2544,22.91,99.3,0.696,-,14656.61154,11880.27774,19261.62,
Corupá,4204509,corupaense,JOÃO CARLOS GOTTARDI,407.527,15709,34.39,99.1,0.78,-,49796.13103,45241.41475,24768.34,
Correia Pinto,4204558,correia-pintense,CELSO ROGERIO ALVES RIBEIRO,647.388,13040,22.71,97.3,0.702,27.03,49068.56625,43569.86169,42362.66,
Criciúma,4204608,criciumense,CLESIO SALVARO,235.063,213023,815.87,98.5,0.788,10.46,703723.4037,621037.9531,32968.64,
Cunha Porã,4204707,cunha-porense,JAIRO RIVELINO EBELING,220.099,11053,48.7,99.3,0.742,6.94,35063.83144,29558.26465,46566.51,
Cunhataí,4204756,cunhataiense,LUCIANO FRANZ,54.811,1957,33.75,100,0.754,50,14219.01694,11713.44732,20914.09,
Curitibanos,4204806,curitibanense,JOSÉ ANTONIO GUIDI,949.131,39595,39.79,97.7,0.721,13.62,118126.779,98516.79951,31046.22,
Descanso,4204905,descansense,SADI INÁCIO BONAMIGO,287.608,8308,30.17,99.2,0.743,10.64,25165.99557,21816.50613,26112.59,
Dionísio Cerqueira,4205001,cerqueirense,THYAGO WANDERLAN GNOATTO GONÇALVES,378.843,15450,39.06,96.6,0.706,11.58,49867.04394,40662.60333,26012.7,
Dona Emma,4205100,donemense,NERCI BARP,178.157,4105,20.54,98.1,0.742,51.28,17253.78731,15134.84505,21806.13,
Doutor Pedrinho,4205159,pedrinhense,SIMONI MERCIA MESCH NONES,374.205,4013,9.62,98.4,0.716,-,16255.19045,13665.2484,24748.82,
Entre Rios,4205175,entrerriense,JURANDI DELL OSBEL,104.549,3189,28.87,97.3,0.657,-,16037.74913,14029.89386,16199.91,
Ermo,4205191,ermense,ALDOIR CADORIN,63.737,2066,32.31,97.9,0.726,-,15800.27991,12871.21219,38071.92,
Erval Velho,4205209,ervalense,WALTER KLEBER KUCHER JUNIOR,208.841,4407,20.99,97.5,0.723,15.38,21940.91739,18481.53544,28430.22,
Faxinal dos Guedes,4205308,faxinalense,GILBERTO ANGELO LAZZARI,339.683,10686,31.38,97.4,0.758,7.81,43334.60963,37805.33446,37467.35,
Flor do Sertão,4205357,flor-sertanense,SIDNEI JOSÉ WILLINGHOFER,57.869,1586,26.97,99.1,0.708,-,14271.80722,12136.83083,25415.13,
Florianópolis,4205407,florianopolitano,GEAN MARQUES LOUREIRO,674.844,492977,623.68,98.4,0.847,10.84,1756259.969,1706736.753,39048.21,
Formosa do Sul,4205431,formoense do sul,RUDIMAR CONTE,100.067,2525,25.98,98.9,0.715,-,15782.57714,12813.40158,20179.36,
Forquilhinha,4205456,forquilhense,DIMAS KAMMER,183.351,26368,123.12,98.3,0.753,9.73,86374.73732,69721.59594,27917.23,
Fraiburgo,4205506,fraiburgense,CLAUDETE GHELLER MATHIAS,549.12,36299,63.07,98.1,0.731,16.01,107350.4797,98842.93041,26208.44,
Frei Rogério,4205555,frei rogeriense,JAIR DA SILVA RIBEIRO,159.435,2077,15.54,100,0.682,38.46,15103.60225,13058.63276,27505.54,
Galvão,4205605,galvãoense,ADMIR EDI DALLA CORT,139.341,2956,28.47,97.9,0.708,-,16373.30078,12934.94959,25623.68,
Garopaba,4205704,garopabense,PAULO SERGIO DE ARAUJO,114.773,22568,157.17,99.6,0.753,-,81029.13081,66051.60978,22159.16,
Garuva,4205803,garuvense,RODRIGO ADRIANY DAVID,503.595,17800,29.41,98,0.725,6.37,61482.70192,52381.56681,38676.33,
Gaspar,4205902,gasparense,KLEBER EDSON WAN-DALL,386.202,68465,149.91,97.3,0.765,9.73,213043.0541,173394.2887,36880.96,
Governador Celso Ramos,4206009,gancheiro,JULIANO DUARTE CAMPOS,127.356,14333,110.93,97.9,0.747,-,63126.53452,61158.13659,19003.35,
Grão Pará,4206108,grão-paraense,MARCIO BORBA BLASIUS,334.362,6542,18.4,98.2,0.736,-,22721.07742,20996.33164,30493.9,
Gravatal,4206207,gravatalense,EDVALDO BEZ DE OLIVEIRA,165.718,11423,64.55,98,0.757,-,31987.4202,30302.1947,17933.79,
Guabiruba,4206306,guabirubense,MATIAS KOHLER,173.272,23272,105.51,97.6,0.754,7.49,60149.80898,54704.65203,36803.64,
Guaraciaba,4206405,guaraciabense,ROQUE LUIZ MENEGHINI,331.766,10154,31.78,99.4,0.751,18.87,33556.0147,31053.14597,26853.24,
Guaramirim,4206504,guaramirense,LUIZ ANTONIO CHIODINI,267.575,43822,131,96.7,0.751,5.57,137189.831,117869.4572,34929.59,
Guarujá do Sul,4206603,guarujaense,CLAUDIO JUNIOR WESCHENFELDER,100.711,5141,48.97,98.2,0.73,-,20077.08146,18231.59653,29030.32,
Guatambú,4206652,guatumbuense,LUIZ CLOVIS DAL PIVA,206.159,4710,22.73,98.8,0.717,10.99,26504.64092,22205.47211,50990.53,
Herval d'Oeste,4206702,hervalense,AMÉRICO LORINI,216.429,22495,97.73,97.4,0.758,13.2,67744.90122,54001.48607,17641.78,
Ibiam,4206751,ibianense,IVANIR ZANIN,146.974,1959,13.26,100,0.725,-,14887.92635,10784.39927,24218.78,
Ibicaré,4206801,ibicareense,GIANFRANCO VOLPATO,155.88,3227,21.65,98.4,0.708,38.46,18376.43282,13933.83812,28680.75,
Ibirama,4206900,ibiramense,ADRIANO POFFO,247.102,18802,70.06,98.8,0.737,26.32,53809.58638,49535.61244,20913.82,
Içara,4207007,içarense,MURIALDO CANTO GASTALDON,230.256,55581,200.42,96.4,0.741,9.89,192425.8662,165621.84,34931.3,
Ilhota,4207106,ilhotense,ERICO DE OLIVEIRA,253.024,14005,48.86,97,0.738,11.11,48167.39707,44999.50183,46244.25,
Imaruí,4207205,imaruense,RUI JOSE CANDEMIL JUNIOR,542.598,10326,21.51,97.5,0.667,-,29037.27384,24905.13165,16139.24,
Imbituba,4207304,imbitubense,ROSENVALDO DA SILVA JUNIOR,182.905,44412,219.59,99.1,0.765,19.84,136373.9441,119366.9198,31256.53,
Imbuia,4207403,imbuiense,JOÃO SCHWAMBACH,119.113,6153,46.38,99.7,0.713,13.33,20957.89546,17968.21041,21494.9,
Indaial,4207502,indaialense,ANDRÉ LUIZ MOSER,429.673,67923,127.33,98.1,0.777,15.78,233805.1009,205258.9627,35543.26,
Iomerê,4207577,iomerense,LUCIANO PAGANINI,113.986,2927,24.08,100,0.795,-,20998.82684,18385.95905,33445.1,
Ipira,4207601,ipirense,EMERSON ARI REICHERT,155.651,4486,30.74,99.5,0.736,20,22219.22501,20119.06648,17634.55,
Iporã do Oeste,4207650,iporã-oestino,LÚCIO MALLMANN,200.96,8945,42.1,98.8,0.759,16.81,30474.27552,23264.52126,27449.07,
Ipuaçu,4207684,ipuaçuense,CLORI PEROZA,261.307,7448,26.06,95.7,0.66,25.64,27612.92416,23454.01088,31776.01,
Ipumirim,4207700,ipumiriense,VOLNEI ANTONIO SCHMIDT,247.875,7565,29.19,99.7,0.738,-,33186.87361,28318.2081,41148.54,
Iraceminha,4207759,iraceminhense,JEAN CARLOS NYLAND,163.898,4015,26.06,98.9,0.722,32.26,18408.61074,16140.9748,23651.73,
Irani,4207809,iraniense,SIVIO ANTONIO LEMOS DAS NEVES,325.629,10339,29.26,98.2,0.742,7.81,34299.92617,29572.67379,19244.69,
Irati,4207858,iratiense,NEURI MEURER,78.039,1952,26.78,97.8,0.707,0,13837.81296,11338.18546,19621.14,
Irineópolis,4207908,irineopolitense,JULIANO POZZI PEREIRA,589.698,11155,17.72,97.5,0.699,14.49,34406.61307,30706.09521,29399.46,
Itá,4208005,itaense,JAIRO LUIZ SARTORETTO,166.345,6209,38.75,98.4,0.771,22.73,47396.96589,39171.80972,34909.53,
Itaiópolis,4208104,itaiopolense,REGINALDO JOSÉ FERNANDES LUIZ,1296.58,21556,15.67,97.3,0.708,13.75,68222.75025,56506.58378,31930.85,
Itajaí,4208203,itajaiense,VOLNEI JOSÉ MORASTONI,288.402,215895,636.11,97.9,0.795,9.64,1379945.87,1131925.773,92266.86,
Itapema,4208302,itapemense,NILZA NILDA SIMAS,57.262,63250,792.29,98,0.796,14.65,205178.7757,178203.8161,26725.94,
Itapiranga,4208401,itapiranguense,JORGE WELTER,281.782,16736,54.51,99.8,0.775,16.95,65866.43736,57385.24181,43776.97,
Itapoá,4208450,itapoaense,MARLON ROBERTO NEUBER,245.394,19963,59.43,98.7,0.761,8.2,107481.6668,84940.55029,32918.05,
Ituporanga,4208500,ituporanguense,OSNI FRANCISCO DE FRAGAS,336.588,24812,66.04,98,0.748,10.75,70048.27196,66529.55611,31680.22,
Jaborá,4208609,jaboraense,KLEBER MERCIO NORA,182.472,3955,21.05,99.6,0.732,-,21618.54658,18606.17917,30951.39,
Jacinto Machado,4208708,jacinto-machadense,JOAO BATISTA MEZZARI,430.704,10457,24.59,98.3,0.716,-,30989.60065,26612.95503,27414.94,
Jaguaruna,4208807,jaguarunense,EDENILSON MONTINI DA COSTA,326.505,19755,52.66,97.3,0.721,14.29,58795.69551,51809.06821,23615.4,
Jaraguá do Sul,4208906,jaraguaense,ANTIDIO ALEIXO LUNELLI,529.412,174158,270.28,98.3,0.803,7.48,808446.416,641960.8183,46429.86,
Jardinópolis,4208955,jardinopolense,DORILDO PEGORINI,67.495,1595,26.09,100,0.709,-,14362.87157,12431.38011,27650.79,
Joaçaba,4209003,joaçabense,DIOCLESIO RAGNINI,243.094,29827,116.35,99.8,0.827,11.43,162503.7135,125903.6602,50765.38,
Joinville,4209102,joinvilense,UDO DOHLER,1127.946,583144,457.58,97.3,0.809,7.57,2280394.171,1907863.936,44268.54,
José Boiteux,4209151,josé-boatense,JONAS PUDEWELL,405.552,4985,11.65,98.3,0.694,10.2,18566.4162,16617.45863,20165.92,
Jupiá,4209177,jupiaense,AUGUSTO CESAR NASCIMENTO LOUREIRO,91.645,2110,23.33,99.1,0.719,-,14428.39551,13290.83971,24925.46,
Lacerdópolis,4209201,lacerdopolitano,SÉRGIO LUIZ CALEGARI,68.863,2245,31.92,99.6,0.781,0,16164.44781,12446.04593,39517.04,
Lages,4209300,lageano,ANTONIO CERON,2637.66,157743,59.56,97.3,0.77,15.38,575551.5317,512302.5965,29930.95,
Laguna,4209409,lagunense,MAURO VARGAS CANDEMIL,333.986,45500,116.77,97.7,0.752,7.81,104264.2097,89404.36581,17431.53,
Lajeado Grande,4209458,lajeado grandense,NOELI JOSÉ DAL MAGRO,65.224,1437,22.82,96,0.771,55.56,14434.86615,11679.26369,26110.11,
Laurentino,4209508,laurentinense,GILBERTO MARCHI,79.333,6875,75.44,97.6,0.749,10.2,21516.57982,19144.86525,37552.83,
Lauro Muller,4209607,lauro-milense,VALDIR FONTANELLA,271.852,15174,53.06,98.7,0.735,-,48149.15327,39798.0847,21156.89,
Lebon Régis,4209706,lebon-regense,DOUGLAS FERNANDO DE MELLO,942.302,12099,12.57,95.3,0.649,24.69,31201.34049,28189.6684,20179.35,
Leoberto Leal,4209805,leobertense,VITOR NORBERTO ALVES,292.846,3083,11.56,98.9,0.686,-,18430.06956,14444.07807,24247.23,
Lindóia do Sul,4209854,lindoiense,GENIR LOLI,188.758,4580,24.61,98.1,0.743,37.04,21379.60944,19098.27909,28149.16,
Lontras,4209904,lontrense,MARCIONEI HILLESHEIM,197.586,11942,51.97,98.5,0.704,12.05,34911.74787,31455.23079,23160.2,
Luiz Alves,4210001,luizalvense,luiz-alvense,MARCOS PEDRO VEBER,260.106,12609,40.16,96.7,0.737,-,40462.30721,37693.46593,44253.38
Luzerna,4210035,luzernense,MOISES DIERSMANN,117.099,5686,47.3,99.6,0.789,-,22748.07107,20995.13241,27298.23,
Macieira,4210050,macieirense,ZELIR CITADIN,259.787,1784,7.03,94.1,0.662,0,16898.81635,12155.48075,30867.6,
Mafra,4210100,mafrense,WELLINGTON ROBERTO BIELECKI,1404.084,56017,37.69,98.9,0.777,8.77,161520.2575,152602.6081,26121.34,
Major Gercino,4210209,majorense,VALMOR PEDRO KAMMERS,306.058,3430,11.48,98,0.698,-,16005.98134,13167.17079,13537.01,
Major Vieira,4210308,major-vieirense,ORILDO ANTONIO SEVERGNINI,523.27,8048,14.23,97.8,0.69,-,25682.92897,22863.99753,23571.55,
Maracajá,4210407,maracajaense,ARLINDO ROCHA,62.902,7207,102.52,98.5,0.768,34.48,26510.31108,19972.7533,24075.11,
Maravilha,4210506,maravilhense,ROSIMAR MALDANER,170.339,25403,129.03,97.7,0.781,2.66,78792.35176,71206.14695,38832.95,
Marema,4210555,maremense,ADILSON BARELLA,103.989,1846,21.17,100,0.743,-,16890.71302,13564.65893,30845.74,
Massaranduba,4210605,massarandubense,ARMINDO SESAR TASSI,374.459,16704,39.23,98.4,0.774,11.11,52549.62547,44945.87386,31412.08,
Matos Costa,4210704,matos-costense,RAUL RIBAS NETO,435.338,2560,6.56,98.4,0.657,-,15413.61125,13187.44831,17150.36,
Meleiro,4210803,meleirense,EDER MATTOS,186.439,7028,37.42,99.7,0.738,11.63,27810.51353,23489.44674,32050.02,
Mirim Doce,4210852,mirindocense,SERGIO LUIZ PAISAN,337.318,2336,7.49,96.7,0.708,0,15886.87224,12986.45291,20709.75,
Modelo,4210902,modelense,RICARDO LUIS MALDANER,92.346,4200,44.4,100,0.76,-,19594.15261,17292.31618,26893.16,
Mondaí,4211009,mondaiense,VALDIR RUBERT,200.276,11592,50.61,96.1,0.748,9.01,37040.34872,31547.52135,45586.82,
Monte Carlo,4211058,montecarlense,SONIA SALETE VEDOVATTO,191.278,9824,48.12,98.6,0.643,-,29146.11483,26489.69232,16408.47,
